iter	RMSE
699	3.673461335
700	3.673461335
701	3.673461335
702	3.673461335
703	3.673461335
704	3.673461335
705	3.673461335
706	3.673461335
707	3.673461335
708	3.673461335
709	3.673461335
710	3.673461335
711	3.673461335
712	3.673461335
713	3.673461335
714	3.673461335
715	3.673461335
716	3.673461335
717	3.673461335
718	3.673461335
719	3.673461335
720	3.673461335
721	3.673461335
722	3.673461335
723	3.673461335
724	3.673461335
725	3.673461335
726	3.673461335
727	3.673461335
728	3.673461335
729	3.673461335
730	3.673461335
731	3.673461335
732	3.673461335
733	3.673461335
734	3.673461335
735	3.673461335
736	3.673461335
737	3.673461335
738	3.673461335
739	3.673461335
740	3.673461335
741	3.673461335
742	3.673461335
743	3.673461335
744	3.673461335
745	3.673461335
746	3.673461335
747	3.673461335
748	3.673461335
749	3.673461335
750	3.673461335
751	3.673461335
752	3.673461335
753	3.673461335
754	3.673461335
755	3.673461335
756	3.673461335
757	3.673461335
758	3.673461335
759	3.673461335
760	3.673461335
761	3.673461335
762	3.673461335
763	3.673461335
764	3.673461335
765	3.673461335
766	3.673461335
767	3.673461335
768	3.673461335
769	3.673461335
770	3.673461335
771	3.673461335
772	3.673461335
773	3.673461335
774	3.673461335
775	3.673461335
776	3.673461335
777	3.673461335
778	3.673461335
779	3.673461335
780	3.673461335
781	3.673461335
782	3.673461335
783	3.673461335
784	3.673461335
785	3.673461335
786	3.673461335
787	3.673461335
788	3.673461335
789	3.673461335
790	3.673461335
791	3.673461335
792	3.673461335
793	3.673461335
794	3.673461335
795	3.673461335
796	3.673461335
797	3.673461335
798	3.673461335
799	3.673461335
800	3.673461335
801	3.673461335
802	3.673461335
803	3.673461335
804	3.673461335
805	3.673461335
806	3.673461335
807	3.673461335
808	3.673461335
809	3.673461335
810	3.673461335
811	3.673461335
812	3.673461335
813	3.673461335
814	3.673461335
815	3.673461335
816	3.673461335
817	3.673461335
818	3.673461335
819	3.673461335
820	3.673461335
821	3.673461335
822	3.673461335
823	3.673461335
824	3.673461335
825	3.673461335
826	3.673461335
827	3.673461335
828	3.673461335
829	3.673461335
830	3.673461335
831	3.673461335
832	3.673461335
833	3.673461335
834	3.673461335
835	3.673461335
836	3.673461335
837	3.673461335
838	3.673461335
839	3.673461335
840	3.673461335
841	3.673461335
842	3.673461335
843	3.673461335
844	3.673461335
845	3.673461335
846	3.673461335
847	3.673461335
848	3.673461335
849	3.673461335
850	3.673461335
851	3.673461335
852	3.673461335
853	3.673461335
854	3.673461335
855	3.673461335
856	3.673461335
857	3.673461335
858	3.673461335
859	3.673461335
860	3.673461335
861	3.673461335
862	3.673461335
863	3.673461335
864	3.673461335
865	3.673461335
866	3.673461335
867	3.673461335
868	3.673461335
869	3.673461335
870	3.673461335
871	3.673461335
872	3.673461335
873	3.673461335
874	3.673461335
875	3.673461335
876	3.673461335
877	3.673461335
878	3.673461335
879	3.673461335
880	3.673461335
881	3.673461335
882	3.673461335
883	3.673461335
884	3.673461335
885	3.673461335
886	3.673461335
887	3.673461335
888	3.673461335
889	3.673461335
890	3.673461335
891	3.673461335
892	3.673461335
893	3.673461335
894	3.673461335
895	3.673461335
896	3.673461335
897	3.673461335
898	3.673461335
899	3.673461335
900	3.673461335
901	3.673461335
902	3.673461335
903	3.673461335
904	3.673461335
905	3.673461335
906	3.673461335
907	3.673461335
908	3.673461335
909	3.673461335
910	3.673461335
911	3.673461335
912	3.673461335
913	3.673461335
914	3.673461335
915	3.673461335
916	3.673461335
917	3.673461335
918	3.673461335
919	3.673461335
920	3.673461335
921	3.673461335
922	3.673461335
923	3.673461335
924	3.673461335
925	3.673461335
926	3.673461335
927	3.673461335
928	3.673461335
929	3.673461335
930	3.673461335
931	3.673461335
932	3.673461335
933	3.673461335
934	3.673461335
935	3.673461335
936	3.673461335
937	3.673461335
938	3.673461335
939	3.673461335
940	3.673461335
941	3.673461335
942	3.673461335
943	3.673461335
944	3.673461335
945	3.673461335
946	3.673461335
947	3.673461335
948	3.673461335
949	3.673461335
950	3.673461335
951	3.673461335
952	3.673461335
953	3.673461335
954	3.673461335
955	3.673461335
956	3.673461335
957	3.673461335
958	3.673461335
959	3.673461335
960	3.673461335
961	3.673461335
962	3.673461335
963	3.673461335
964	3.673461335
965	3.673461335
966	3.673461335
967	3.673461335
968	3.673461335
969	3.673461335
970	3.673461335
971	3.673461335
972	3.673461335
973	3.673461335
974	3.673461335
975	3.673461335
976	3.673461335
977	3.673461335
978	3.673461335
979	3.673461335
980	3.673461335
981	3.673461335
982	3.673461335
983	3.673461335
984	3.673461335
985	3.673461335
986	3.673461335
987	3.673461335
988	3.673461335
989	3.673461335
990	3.673461335
991	3.673461335
992	3.673461335
993	3.673461335
994	3.673461335
995	3.673461335
996	3.673461335
997	3.673461335
998	3.673461335
999	3.673461335
